,total_cup_points,species,country_of_origin,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,continent
866,81.75,Arabica,Mexico,7.33,7.42,7.33,7.67,7.42,7.25,10.0,10.0,10.0,7.33,0.12,North America
867,81.75,Arabica,Mexico,7.5,7.42,7.25,7.33,7.67,7.25,10.0,10.0,10.0,7.33,0.12,North America
868,81.75,Arabica,Colombia,7.33,7.42,7.33,7.33,7.5,7.67,10.0,10.0,10.0,7.17,0.0,South America
869,81.75,Arabica,Colombia,7.42,7.58,6.92,7.08,7.25,8.0,10.0,10.0,10.0,7.5,0.08,South America
870,81.67,Arabica,Brazil,7.42,7.5,7.25,7.5,7.5,7.25,10.0,10.0,10.0,7.25,0.11,South America
871,81.67,Arabica,Guatemala,7.42,7.42,7.08,7.42,7.33,7.42,10.0,10.0,10.0,7.58,0.1,North America
872,81.67,Arabica,Guatemala,7.42,7.33,7.17,7.67,7.33,7.42,10.0,10.0,10.0,7.33,0.12,North America
873,81.67,Arabica,Honduras,7.58,7.5,7.33,7.33,7.42,7.25,10.0,10.0,10.0,7.25,0.11,North America
874,81.67,Arabica,"Tanzania, United Republic Of",7.17,7.33,7.33,7.42,7.5,7.33,10.0,10.0,10.0,7.58,0.0,Africa
875,81.67,Arabica,Nicaragua,7.58,7.5,7.25,7.25,7.5,7.25,10.0,10.0,10.0,7.33,0.1,North America
876,81.67,Arabica,Colombia,7.75,7.75,7.75,7.67,5.25,7.83,10.0,10.0,10.0,7.67,0.0,South America
877,81.67,Arabica,Brazil,7.25,7.75,6.92,7.42,7.5,7.58,10.0,10.0,10.0,7.25,0.0,South America
878,81.67,Arabica,"Tanzania, United Republic Of",7.42,7.33,7.25,7.42,7.5,7.42,10.0,10.0,10.0,7.33,0.12,Africa
879,81.67,Arabica,"Tanzania, United Republic Of",7.33,7.33,7.5,7.25,7.42,7.33,10.0,10.0,10.0,7.5,0.12,Africa
880,81.67,Arabica,Brazil,7.25,7.42,7.25,7.5,7.5,7.42,10.0,10.0,10.0,7.33,0.1,South America
881,81.67,Arabica,Indonesia,7.17,7.42,7.33,7.42,7.33,7.42,10.0,10.0,10.0,7.58,0.11,Asia
882,81.67,Arabica,Honduras,7.5,7.33,7.5,7.5,7.17,7.17,10.0,10.0,10.0,7.5,0.1,North America
883,81.67,Arabica,Costa Rica,7.5,7.17,7.17,7.17,7.5,7.08,10.0,10.0,10.0,8.08,0.11,North America
884,81.67,Arabica,Mexico,7.42,7.42,7.67,8.0,7.58,7.5,9.33,9.33,10.0,7.42,0.0,North America
885,81.67,Arabica,Taiwan,7.5,7.5,7.5,7.25,7.42,7.25,10.0,10.0,10.0,7.25,0.11,Asia
886,81.67,Arabica,Taiwan,7.58,7.42,7.33,7.42,7.33,7.33,10.0,10.0,10.0,7.25,0.11,Asia
887,81.67,Arabica,Mexico,7.5,7.42,7.08,7.58,7.33,7.33,10.0,10.0,10.0,7.42,0.12,North America
888,81.67,Arabica,Guatemala,7.5,7.67,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.17,0.11,North America
889,81.67,Arabica,Mexico,7.25,7.67,7.58,7.67,7.67,7.58,8.67,10.0,10.0,7.58,0.13,North America
890,81.67,Arabica,Mexico,7.67,7.25,7.17,7.75,7.5,7.25,10.0,10.0,10.0,7.08,0.11,North America
891,81.67,Arabica,Mexico,7.5,7.42,7.33,7.42,7.42,7.42,10.0,10.0,10.0,7.17,0.11,North America
892,81.67,Arabica,Mexico,7.58,7.42,7.25,7.58,7.25,7.17,10.0,10.0,10.0,7.42,0.11,North America
893,81.67,Arabica,Mexico,7.75,7.58,7.25,7.17,7.58,7.33,9.33,10.0,10.0,7.67,0.11,North America
894,81.67,Arabica,United States (Hawaii),7.42,7.33,7.33,7.33,7.17,7.83,10.0,10.0,10.0,7.25,0.1,North America
895,81.58,Arabica,Honduras,7.5,7.42,7.08,7.42,7.5,7.33,10.0,10.0,10.0,7.33,0.11,North America
896,81.58,Arabica,Guatemala,7.42,7.42,7.08,7.5,7.42,7.33,10.0,10.0,10.0,7.42,0.12,North America
897,81.58,Arabica,Taiwan,7.42,7.42,7.25,7.67,7.33,7.25,10.0,10.0,10.0,7.25,0.1,Asia
898,81.58,Arabica,Costa Rica,7.58,7.42,7.5,7.17,7.08,7.58,10.0,10.0,10.0,7.25,0.12,North America
899,81.58,Arabica,"Tanzania, United Republic Of",7.42,7.42,7.33,7.42,7.42,7.33,10.0,10.0,10.0,7.25,0.12,Africa
900,81.58,Arabica,Malawi,7.42,7.42,7.17,7.58,7.33,7.33,10.0,10.0,10.0,7.33,0.13,Africa
901,81.58,Arabica,Taiwan,7.33,7.17,7.08,7.08,8.33,8.25,10.0,10.0,9.33,7.0,0.0,Asia
902,81.58,Arabica,Brazil,7.42,7.42,7.33,7.33,7.5,7.25,10.0,10.0,10.0,7.33,0.12,South America
903,81.58,Arabica,Guatemala,7.42,7.33,7.17,7.58,7.42,7.5,10.0,10.0,10.0,7.17,0.12,North America
904,81.58,Arabica,Mexico,7.67,7.5,7.42,7.5,6.75,7.42,10.0,10.0,10.0,7.33,0.12,North America
905,81.58,Arabica,Mexico,7.33,7.5,7.25,7.5,7.5,7.17,10.0,10.0,10.0,7.33,0.11,North America
906,81.58,Arabica,Mexico,7.67,7.58,7.42,7.58,7.58,7.42,10.0,10.0,8.67,7.67,0.11,North America
907,81.58,Arabica,Thailand,7.08,7.33,7.58,7.58,7.17,7.5,10.0,10.0,10.0,7.33,0.01,Asia
908,81.58,Arabica,Thailand,7.33,7.33,7.17,7.5,7.58,7.33,10.0,10.0,10.0,7.33,0.2,Asia
909,81.58,Arabica,Costa Rica,7.25,7.17,7.33,7.33,7.5,7.75,10.0,10.0,10.0,7.25,0.0,North America
910,81.5,Arabica,Guatemala,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10.0,10.0,7.58,0.1,North America
911,81.5,Arabica,Nicaragua,7.5,7.42,7.33,7.33,7.25,7.33,10.0,10.0,10.0,7.33,0.11,North America
912,81.5,Arabica,Honduras,7.5,7.5,7.33,7.42,7.17,7.25,10.0,10.0,10.0,7.33,0.1,North America
913,81.5,Arabica,Guatemala,7.5,7.42,7.25,7.25,7.5,7.25,10.0,10.0,10.0,7.33,0.12,North America
914,81.5,Arabica,Taiwan,7.5,7.42,7.33,7.08,7.58,7.25,10.0,10.0,10.0,7.33,0.12,Asia
915,81.5,Arabica,Myanmar,7.25,7.42,7.25,7.5,7.33,7.33,10.0,10.0,10.0,7.42,0.0,Asia
916,81.5,Arabica,Costa Rica,7.83,7.33,7.08,7.08,7.33,7.5,10.0,10.0,10.0,7.33,0.12,North America
917,81.5,Arabica,Malawi,7.67,7.42,6.92,7.5,7.5,7.17,10.0,10.0,10.0,7.33,0.12,Africa
918,81.5,Arabica,Guatemala,7.5,7.42,7.17,7.58,7.25,7.42,10.0,10.0,10.0,7.17,0.12,North America
919,81.5,Arabica,Taiwan,7.42,7.33,7.67,7.33,7.42,7.5,10.0,10.0,9.33,7.5,0.11,Asia
920,81.5,Arabica,Brazil,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,7.75,0.0,South America
921,81.5,Arabica,Haiti,7.42,7.33,7.25,7.42,7.42,7.33,10.0,10.0,10.0,7.33,0.11,North America
922,81.5,Arabica,Taiwan,7.5,7.42,7.25,7.25,7.33,7.33,10.0,10.0,10.0,7.42,0.11,Asia
923,81.5,Arabica,Mexico,7.33,7.33,7.17,7.42,7.5,7.5,10.0,10.0,10.0,7.25,0.13,North America
924,81.5,Arabica,Mexico,7.58,7.42,7.25,7.42,7.33,7.33,10.0,10.0,10.0,7.17,0.12,North America
925,81.5,Arabica,Mexico,7.42,7.25,7.17,7.42,7.17,8.0,10.0,10.0,10.0,7.08,0.12,North America
926,81.5,Arabica,Mexico,7.33,7.5,7.33,7.33,7.33,7.42,10.0,10.0,10.0,7.25,0.11,North America
927,81.5,Arabica,Mexico,7.42,7.42,7.33,7.17,7.25,7.42,10.0,10.0,10.0,7.5,0.13,North America
928,81.5,Arabica,Mexico,7.5,7.5,7.25,7.5,7.42,7.58,9.33,10.0,10.0,7.42,0.11,North America
929,81.5,Arabica,Indonesia,7.75,7.17,7.17,7.33,7.58,7.33,10.0,10.0,10.0,7.17,0.12,Asia
930,81.5,Arabica,Brazil,7.5,7.42,7.17,7.42,7.5,7.33,10.0,10.0,10.0,7.17,0.12,South America
931,81.5,Arabica,Guatemala,7.33,7.5,7.33,7.42,7.17,7.33,10.0,10.0,10.0,7.42,0.11,North America
932,81.5,Arabica,Colombia,7.42,7.42,7.17,7.42,7.42,7.33,10.0,10.0,10.0,7.33,0.06,South America
933,81.5,Arabica,United States (Hawaii),7.33,7.33,7.33,7.5,7.5,7.83,9.33,10.0,10.0,7.33,0.0,North America
934,81.42,Arabica,Mexico,7.58,7.33,7.08,7.33,7.5,7.33,10.0,10.0,10.0,7.25,0.12,North America
935,81.42,Arabica,Guatemala,7.42,7.33,7.08,7.58,7.33,7.25,10.0,10.0,10.0,7.42,0.1,North America
936,81.42,Arabica,Brazil,7.33,7.5,7.5,7.33,6.83,7.42,10.0,10.0,10.0,7.5,0.11,South America
937,81.42,Arabica,Honduras,7.5,7.33,7.17,7.25,7.5,7.42,10.0,10.0,10.0,7.25,0.12,North America
938,81.42,Arabica,Taiwan,7.83,7.75,7.42,7.17,7.08,7.08,10.0,10.0,10.0,7.08,0.12,Asia
939,81.42,Arabica,Malawi,7.58,7.17,7.33,7.42,7.08,7.42,10.0,10.0,10.0,7.42,0.12,Africa
940,81.42,Arabica,Brazil,7.25,7.5,7.42,7.17,7.33,7.33,10.0,10.0,10.0,7.42,0.0,South America
941,81.42,Arabica,Guatemala,7.42,7.5,7.17,7.42,7.42,7.42,10.0,10.0,10.0,7.08,0.1,North America
942,81.42,Arabica,Mexico,7.67,7.33,7.25,7.17,7.25,7.42,10.0,10.0,10.0,7.33,0.0,North America
943,81.42,Arabica,Peru,7.42,7.42,7.17,7.33,7.42,7.42,10.0,10.0,10.0,7.25,0.1,South America
944,81.42,Arabica,Guatemala,7.42,7.33,7.25,7.42,7.42,7.5,10.0,10.0,10.0,7.08,0.12,North America
945,81.42,Arabica,Mexico,7.42,7.33,7.25,7.17,7.25,7.42,10.0,10.0,10.0,7.58,0.13,North America
946,81.42,Arabica,Mexico,7.42,7.42,7.25,7.25,7.5,7.33,10.0,10.0,10.0,7.25,0.13,North America
947,81.42,Arabica,Colombia,7.5,7.42,7.25,7.17,7.17,7.75,10.0,10.0,10.0,7.17,0.11,South America
948,81.42,Arabica,Colombia,7.75,7.33,7.42,7.0,7.33,7.25,10.0,10.0,10.0,7.33,0.16,South America
949,81.42,Arabica,United States (Hawaii),7.83,7.0,7.0,7.58,7.58,7.5,10.0,10.0,10.0,6.92,0.01,North America
950,81.33,Arabica,Colombia,7.5,7.33,7.33,7.17,7.33,7.42,10.0,10.0,10.0,7.25,0.0,South America
951,81.33,Arabica,Honduras,7.5,7.5,7.0,7.17,7.5,7.33,10.0,10.0,10.0,7.33,0.11,North America
952,81.33,Arabica,Mexico,7.67,7.42,7.0,7.42,7.58,7.08,10.0,10.0,10.0,7.17,0.12,North America
953,81.33,Arabica,Brazil,7.25,7.33,7.33,7.33,7.33,7.42,10.0,10.0,10.0,7.33,0.11,South America
954,81.33,Arabica,Honduras,7.58,7.42,7.17,7.42,7.17,7.17,10.0,10.0,10.0,7.42,0.09,North America
955,81.33,Arabica,Brazil,7.17,7.33,7.42,7.25,7.42,7.33,10.0,10.0,10.0,7.42,0.12,South America
956,81.33,Arabica,Philippines,7.08,7.33,7.42,7.33,7.33,7.5,10.0,10.0,10.0,7.33,0.14,Asia
957,81.33,Arabica,Malawi,7.75,7.33,7.08,7.33,7.33,7.25,10.0,10.0,10.0,7.25,0.13,Africa
958,81.33,Arabica,Honduras,7.33,7.33,7.17,7.33,7.5,7.33,10.0,10.0,10.0,7.33,0.12,North America
959,81.33,Arabica,Mexico,7.58,7.42,7.25,7.33,7.25,7.25,10.0,10.0,10.0,7.25,0.13,North America
960,81.33,Arabica,Mexico,7.33,7.25,7.17,7.42,7.58,7.33,10.0,10.0,10.0,7.25,0.12,North America
961,81.33,Arabica,Brazil,7.5,7.58,7.5,7.5,7.75,7.83,9.33,9.33,9.33,7.58,0.11,South America
962,81.25,Arabica,Taiwan,7.83,7.75,7.67,7.83,7.83,7.75,9.33,10.0,10.0,5.25,0.12,Asia
963,81.25,Arabica,Brazil,7.17,7.42,7.17,7.08,6.92,8.17,10.0,10.0,10.0,7.33,0.0,South America
964,81.25,Arabica,Nicaragua,7.08,7.5,7.33,7.17,7.42,7.25,10.0,10.0,10.0,7.5,0.1,North America
965,81.25,Arabica,Honduras,7.42,7.17,7.17,7.5,7.33,7.25,10.0,10.0,10.0,7.42,0.12,North America
966,81.25,Arabica,Guatemala,7.33,7.42,7.17,7.25,7.42,7.33,10.0,10.0,10.0,7.33,0.09,North America
967,81.25,Arabica,"Tanzania, United Republic Of",7.33,7.17,7.17,7.5,7.25,7.42,10.0,10.0,10.0,7.42,0.13,Africa
968,81.25,Arabica,Taiwan,7.5,7.5,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,0.11,Asia
969,81.25,Arabica,Guatemala,7.5,7.33,7.5,7.58,7.0,7.25,10.0,10.0,10.0,7.08,0.11,North America
970,81.25,Arabica,Mexico,7.42,7.42,7.33,7.33,7.5,7.42,9.33,10.0,10.0,7.5,0.12,North America
971,81.17,Arabica,Nicaragua,7.33,7.5,7.17,7.17,7.58,7.17,10.0,10.0,10.0,7.25,0.09,North America
972,81.17,Arabica,"Tanzania, United Republic Of",7.67,7.17,7.17,7.33,7.5,7.17,10.0,10.0,10.0,7.17,0.12,Africa
973,81.17,Arabica,Mexico,7.75,7.58,7.08,7.25,7.08,7.25,10.0,10.0,10.0,7.17,0.12,North America
974,81.17,Arabica,Costa Rica,7.5,7.5,7.33,7.17,7.08,7.17,10.0,10.0,10.0,7.42,0.11,North America
975,81.17,Arabica,Honduras,7.42,7.33,7.0,7.42,7.33,7.33,10.0,10.0,10.0,7.33,0.13,North America
976,81.17,Arabica,Thailand,6.83,7.42,7.42,7.17,7.5,7.42,10.0,10.0,10.0,7.42,0.12,Asia
977,81.17,Arabica,Philippines,7.25,7.25,7.25,7.08,7.58,7.5,10.0,10.0,10.0,7.25,0.0,Asia
978,81.17,Arabica,"Tanzania, United Republic Of",7.58,7.17,7.17,7.33,7.33,7.25,10.0,10.0,10.0,7.33,0.12,Africa
979,81.17,Arabica,Malawi,7.58,7.25,7.33,7.08,7.33,7.33,10.0,10.0,10.0,7.25,0.12,Africa
980,81.17,Arabica,Costa Rica,7.33,7.08,7.33,7.25,7.33,7.58,10.0,10.0,10.0,7.25,0.11,North America
981,81.17,Arabica,Brazil,7.42,7.42,7.17,7.42,7.33,7.25,10.0,10.0,10.0,7.17,0.11,South America
982,81.17,Arabica,Mexico,7.42,7.25,7.08,7.75,7.42,7.17,10.0,10.0,10.0,7.08,0.13,North America
983,81.17,Arabica,Guatemala,7.42,7.25,7.33,7.25,7.25,7.42,10.0,10.0,10.0,7.25,0.12,North America
984,81.17,Arabica,Brazil,7.42,7.33,7.25,7.42,7.5,7.17,10.0,10.0,10.0,7.08,0.12,South America
985,81.17,Arabica,United States (Hawaii),7.25,7.75,7.67,7.67,7.42,7.67,8.67,9.33,10.0,7.75,0.04,North America
986,81.08,Arabica,Ethiopia,7.42,7.33,7.17,7.33,7.42,7.17,10.0,10.0,10.0,7.25,0.11,Africa
987,81.08,Arabica,Brazil,7.58,7.42,7.5,7.25,7.75,7.58,9.33,10.0,9.33,7.33,0.11,South America
988,81.08,Arabica,Nicaragua,7.33,7.33,7.33,7.42,7.33,7.33,10.0,10.0,10.0,7.0,0.11,North America
989,81.08,Arabica,United States,7.42,7.17,7.33,7.42,7.25,7.33,10.0,10.0,10.0,7.17,0.0,North America
990,81.08,Arabica,"Tanzania, United Republic Of",7.42,7.33,7.33,7.25,7.25,7.33,10.0,10.0,10.0,7.17,0.13,Africa
991,81.08,Arabica,Costa Rica,7.42,7.25,7.17,7.25,7.25,7.58,10.0,10.0,10.0,7.17,0.13,North America
992,81.08,Arabica,United States (Puerto Rico),7.67,7.75,7.67,7.58,7.58,7.67,6.67,10.0,10.0,8.5,0.0,North America
993,81.08,Arabica,Mexico,7.25,7.42,7.33,7.33,7.17,7.33,10.0,10.0,10.0,7.25,0.13,North America
994,81.08,Arabica,Mexico,7.33,7.25,7.33,7.42,7.25,7.42,10.0,10.0,10.0,7.08,0.12,North America
995,81.08,Arabica,Mexico,7.33,7.33,7.25,7.42,7.25,7.25,10.0,10.0,10.0,7.25,0.11,North America
996,81.08,Arabica,Mexico,7.42,7.33,7.25,7.42,7.17,7.25,10.0,10.0,10.0,7.25,0.1,North America
997,81.08,Arabica,United States (Hawaii),7.42,7.42,7.25,7.58,6.92,7.17,10.0,10.0,10.0,7.33,0.06,North America
998,81.0,Arabica,Brazil,7.25,7.25,7.17,7.5,7.33,7.17,10.0,10.0,10.0,7.33,0.11,South America
999,81.0,Arabica,El Salvador,7.42,7.08,7.08,7.33,7.25,7.58,10.0,10.0,10.0,7.25,0.0,North America
1000,81.0,Arabica,Brazil,7.33,7.17,7.17,7.67,7.33,7.17,10.0,10.0,10.0,7.17,0.11,South America
1001,81.0,Arabica,Guatemala,7.42,7.25,7.17,7.5,7.25,7.17,10.0,10.0,10.0,7.25,0.09,North America
1002,81.0,Arabica,Colombia,7.67,7.5,7.42,5.25,7.67,7.75,10.0,10.0,10.0,7.75,0.0,South America
1003,81.0,Arabica,Guatemala,7.5,7.25,7.0,7.25,7.5,7.25,10.0,10.0,10.0,7.25,0.11,North America
1004,81.0,Arabica,Taiwan,7.25,7.17,7.17,7.25,7.5,7.33,10.0,10.0,10.0,7.33,0.12,Asia
1005,81.0,Arabica,Honduras,7.42,7.25,7.25,7.33,7.25,7.17,10.0,10.0,10.0,7.33,0.12,North America
1006,81.0,Arabica,Brazil,7.67,7.75,7.83,7.75,7.83,7.75,10.0,6.67,10.0,7.75,0.12,South America
1007,81.0,Arabica,"Tanzania, United Republic Of",7.33,7.33,7.08,7.42,7.17,7.33,10.0,10.0,10.0,7.33,0.12,Africa
1008,81.0,Arabica,Uganda,7.33,6.92,7.17,7.33,7.42,7.42,10.0,10.0,10.0,7.42,0.12,Africa
1009,81.0,Arabica,Taiwan,7.5,6.92,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.25,0.11,Asia
1010,81.0,Arabica,Thailand,7.33,7.42,7.25,7.42,7.25,7.17,10.0,10.0,10.0,7.17,0.0,Asia
1011,81.0,Arabica,Mexico,7.08,7.33,7.33,7.33,7.42,7.25,10.0,10.0,10.0,7.25,0.12,North America
1012,81.0,Arabica,Mexico,7.58,7.67,7.5,7.67,7.58,7.5,8.0,10.0,10.0,7.5,0.0,North America
1013,80.92,Arabica,Taiwan,7.33,7.17,7.25,7.33,7.33,7.25,10.0,10.0,10.0,7.25,0.0,Asia
1014,80.92,Arabica,Guatemala,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,7.5,0.1,North America
1015,80.92,Arabica,Kenya,7.17,7.58,7.5,7.5,8.0,7.75,10.0,10.0,10.0,5.42,0.11,Africa
1016,80.92,Arabica,Mexico,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10.0,10.0,7.33,0.11,North America
1017,80.92,Arabica,Myanmar,7.17,7.42,7.0,7.58,7.33,7.0,10.0,10.0,10.0,7.42,0.0,Asia
1018,80.92,Arabica,United States (Hawaii),7.42,7.08,7.17,7.17,7.58,7.25,10.0,10.0,10.0,7.25,0.1,North America
1019,80.92,Arabica,"Tanzania, United Republic Of",7.33,7.17,7.17,7.25,7.42,7.33,10.0,10.0,10.0,7.25,0.12,Africa
1020,80.92,Arabica,Brazil,7.25,7.33,7.25,7.25,7.25,7.33,10.0,10.0,10.0,7.25,0.12,South America
1021,80.92,Arabica,Taiwan,7.92,7.67,7.33,7.08,7.08,7.08,10.0,10.0,10.0,6.75,0.09,Asia
1022,80.92,Arabica,Brazil,7.17,7.42,7.17,7.25,7.25,7.33,10.0,10.0,10.0,7.33,0.1,South America
1023,80.92,Arabica,Nicaragua,7.33,7.08,7.25,7.0,7.5,7.42,10.0,10.0,10.0,7.33,0.1,North America
1024,80.92,Arabica,Guatemala,7.58,7.42,6.92,7.5,7.25,7.17,10.0,10.0,10.0,7.08,0.12,North America
1025,80.92,Arabica,Taiwan,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,0.11,Asia
1026,80.92,Arabica,Taiwan,7.25,7.17,7.08,7.08,7.08,8.08,10.0,10.0,10.0,7.17,0.11,Asia
1027,80.92,Arabica,Taiwan,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,0.11,Asia
1028,80.92,Arabica,Mexico,7.58,7.33,7.08,7.5,7.17,7.25,10.0,10.0,10.0,7.0,0.13,North America
1029,80.92,Arabica,Thailand,7.67,7.58,7.33,7.33,7.17,7.0,10.0,10.0,10.0,6.83,0.0,Asia
1030,80.83,Arabica,Laos,7.42,7.33,7.17,7.17,7.17,7.25,10.0,10.0,10.0,7.33,0.0,Asia
1031,80.83,Arabica,Guatemala,7.67,7.25,7.08,7.33,7.17,7.25,10.0,10.0,10.0,7.08,0.11,North America
1032,80.83,Arabica,Mexico,7.17,7.08,7.25,7.42,7.25,7.33,10.0,10.0,10.0,7.33,0.13,North America
1033,80.83,Arabica,Mexico,7.33,7.25,7.33,7.33,7.25,7.17,10.0,10.0,10.0,7.17,0.11,North America
1034,80.83,Arabica,Mexico,7.5,7.17,7.33,7.25,7.17,7.17,10.0,10.0,10.0,7.25,0.13,North America
1035,80.83,Arabica,United States (Hawaii),7.42,7.33,7.0,7.25,7.33,7.5,10.0,10.0,10.0,7.0,0.1,North America
1036,80.83,Arabica,Colombia,7.33,7.33,7.0,6.83,7.33,7.67,10.0,10.0,10.0,7.33,0.01,South America
1037,80.75,Arabica,Brazil,7.17,7.25,7.08,7.17,7.25,7.58,10.0,10.0,10.0,7.25,0.0,South America
1038,80.75,Arabica,Myanmar,6.92,7.5,7.0,7.58,7.5,7.08,10.0,10.0,10.0,7.17,0.0,Asia
1039,80.75,Arabica,Guatemala,7.5,7.33,7.0,7.42,7.17,7.17,10.0,10.0,10.0,7.17,0.12,North America
1040,80.75,Arabica,Nicaragua,7.25,7.25,7.17,7.25,7.33,7.25,10.0,10.0,10.0,7.25,0.12,North America
1041,80.75,Arabica,Honduras,7.5,7.33,7.0,7.42,7.25,7.17,10.0,10.0,10.0,7.08,0.11,North America
1042,80.75,Arabica,Panama,7.25,7.33,7.17,7.33,7.33,7.17,10.0,10.0,10.0,7.17,0.11,North America
1043,80.75,Arabica,Honduras,7.42,7.17,7.08,7.42,7.25,7.25,10.0,10.0,10.0,7.17,0.09,North America
1044,80.75,Arabica,Honduras,7.25,7.33,7.08,7.5,7.25,7.33,10.0,10.0,10.0,7.0,0.13,North America
1045,80.75,Arabica,Costa Rica,7.33,7.33,7.25,7.25,7.17,7.17,10.0,10.0,10.0,7.25,0.11,North America
1046,80.75,Arabica,Mexico,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10.0,7.5,0.11,North America
1047,80.75,Arabica,Haiti,7.42,7.0,7.42,7.25,7.08,7.33,10.0,10.0,10.0,7.25,0.12,North America
1048,80.75,Arabica,United States (Hawaii),7.08,7.33,7.17,7.25,7.33,7.67,10.0,10.0,10.0,6.92,0.13,North America
1049,80.67,Arabica,Taiwan,7.33,7.08,7.08,7.08,7.42,7.33,10.0,10.0,10.0,7.33,0.0,Asia
1050,80.67,Arabica,Indonesia,7.58,7.42,7.0,7.67,7.5,7.5,9.33,9.33,10.0,7.33,0.13,Asia
1051,80.67,Arabica,Guatemala,7.67,7.42,6.83,7.17,7.42,7.17,10.0,10.0,10.0,7.0,0.11,North America
1052,80.67,Arabica,Costa Rica,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10.0,10.0,8.0,0.11,North America
1053,80.67,Arabica,Malawi,7.5,7.25,7.17,7.17,7.25,7.17,10.0,10.0,10.0,7.17,0.12,Africa
1054,80.67,Arabica,Mexico,7.25,7.17,7.17,7.25,7.17,7.42,10.0,10.0,10.0,7.25,0.12,North America
1055,80.67,Arabica,Colombia,7.67,7.5,7.42,7.67,7.5,7.75,10.0,10.0,6.67,8.5,0.0,South America
1056,80.67,Arabica,Guatemala,7.67,7.17,7.0,7.5,7.0,7.0,10.0,10.0,10.0,7.33,0.12,North America
1057,80.67,Arabica,Guatemala,7.0,7.33,7.5,7.33,7.0,7.33,10.0,10.0,10.0,7.17,0.11,North America
1058,80.67,Arabica,Guatemala,7.0,7.5,7.33,7.17,7.17,7.17,10.0,10.0,10.0,7.33,0.11,North America
1059,80.67,Arabica,Colombia,7.17,7.25,7.08,7.42,7.08,7.42,10.0,10.0,10.0,7.25,0.18,South America
1060,80.58,Arabica,Brazil,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10.0,10.0,7.42,0.11,South America
1061,80.58,Arabica,Nicaragua,7.08,7.5,7.0,7.25,7.42,7.0,10.0,10.0,10.0,7.33,0.11,North America
1062,80.58,Arabica,"Tanzania, United Republic Of",7.25,7.08,7.08,7.33,7.33,7.25,10.0,10.0,10.0,7.25,0.12,Africa
1063,80.58,Arabica,Brazil,7.42,7.25,7.33,7.0,7.08,7.25,10.0,10.0,10.0,7.25,0.0,South America
1064,80.58,Arabica,Honduras,7.5,7.17,7.0,7.42,7.33,7.0,10.0,10.0,10.0,7.17,0.11,North America
1065,80.58,Arabica,Guatemala,7.17,7.42,6.83,7.5,7.17,7.25,10.0,10.0,10.0,7.25,0.11,North America
1066,80.58,Arabica,United States (Hawaii),7.42,7.58,7.5,7.92,7.83,7.83,8.67,8.67,9.33,7.83,0.0,North America
1067,80.58,Arabica,Colombia,7.08,7.25,7.0,7.5,7.08,7.33,10.0,10.0,10.0,7.33,0.0,South America
1068,80.5,Arabica,Taiwan,7.17,7.17,7.17,7.42,7.17,7.25,10.0,10.0,10.0,7.17,0.0,Asia
1069,80.5,Arabica,Guatemala,7.33,7.25,7.08,7.17,7.25,7.17,10.0,10.0,10.0,7.25,0.1,North America
1070,80.5,Arabica,Honduras,7.58,7.33,7.0,7.17,7.33,7.08,10.0,10.0,10.0,7.0,0.11,North America
1071,80.5,Arabica,Mauritius,7.25,7.25,7.17,7.17,7.25,7.17,10.0,10.0,10.0,7.25,0.12,Africa
1072,80.5,Arabica,Brazil,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10.0,10.0,7.33,0.11,South America
1073,80.5,Arabica,Myanmar,7.17,7.33,7.17,7.42,7.25,7.08,10.0,10.0,10.0,7.08,0.0,Asia
1074,80.5,Arabica,Guatemala,7.5,7.17,6.83,7.5,7.17,7.17,10.0,10.0,10.0,7.17,0.11,North America
1075,80.5,Arabica,Brazil,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10.0,7.42,0.1,South America
1076,80.5,Arabica,United States (Hawaii),7.42,7.33,7.33,7.58,7.58,7.42,8.67,10.0,10.0,7.17,0.11,North America
1077,80.5,Arabica,Guatemala,7.5,7.5,7.0,7.67,7.17,7.0,10.0,10.0,10.0,6.67,0.12,North America
1078,80.5,Arabica,Mexico,7.25,7.25,7.08,7.33,7.25,7.17,10.0,10.0,10.0,7.17,0.15,North America
1079,80.42,Arabica,Honduras,7.25,7.42,7.0,7.42,7.33,7.0,10.0,10.0,10.0,7.0,0.1,North America
1080,80.42,Arabica,Taiwan,7.58,7.17,7.17,7.17,7.17,7.17,10.0,10.0,10.0,7.0,0.14,Asia
